year,day,hour,summary,temperature,windSpeed,precipIntensity
2016,15,17,Clear,57.93,5.85,0
2016,15,18,Clear,57.97,7.44,0
2016,15,19,Clear,57.81,6.47,0
2016,15,20,Clear,56.87,3.22,0
2016,15,21,Clear,55.87,1.37,0
2016,15,22,Clear,54.77,1.84,0
2016,15,23,Clear,53.62,1.35,0
2016,16,0,Clear,49.3,1.28,0
2016,16,1,Clear,48.24,3.45,0
2016,16,2,Clear,46.48,3.88,0
2016,16,3,Clear,46.24,3.33,0
2016,16,4,Clear,45.83,5.07,0
2016,16,5,Clear,44.78,5.43,0
2016,16,6,Clear,44.6,5.06,0
2016,16,7,Clear,45.01,3,0
2016,16,8,Clear,46.53,5,0
2016,16,9,Clear,49.23,3.82,0
2016,16,10,Clear,51.52,2.24,0
2016,16,11,Clear,54.16,0.56,0
2016,16,12,Clear,56.4,1.33,0
2016,16,13,Clear,59.04,2.42,0
2016,16,14,Clear,59.8,2.91,0
2016,16,15,Clear,60.21,5.37,0
2016,16,16,Clear,61.86,4.05,0
2016,16,17,Clear,62.86,6.1,0
2016,16,18,Clear,63.62,3.6,0
2016,16,19,Clear,62.51,3.21,0
2016,16,20,Clear,60.51,8,0
2016,16,21,Clear,57.57,9,0
2016,16,22,Clear,56.29,6.79,0
2016,16,23,Clear,54.47,6.34,0
2016,17,0,Clear,53.7,5.02,0
2016,17,1,Clear,54.6,7.01,0
2016,17,2,Clear,54.56,3.49,0
2016,17,3,Clear,53.62,5.41,0
2016,17,4,Clear,53.48,3.43,0
2016,17,5,Clear,52.64,3.52,0
2016,17,6,Clear,52.52,2.61,0
2016,17,7,Clear,51.64,4.92,0
2016,17,8,Clear,52.75,5.34,0
2016,17,9,Clear,53.96,3.13,0
2016,17,10,Clear,55.21,7.11,0
2016,17,11,Clear,59.01,6.37,0
2016,17,12,Clear,60.19,6.68,0
2016,17,13,Clear,64.96,4.97,0
2016,17,14,Clear,67.86,5.9,0
2016,17,15,Clear,68.84,6.05,0
2016,17,16,Clear,72.39,6.22,0
2016,17,17,Clear,75.97,6.29,0
2016,17,18,Clear,72.6,5.81,0
2016,17,19,Clear,73.07,2.62,0
2016,17,20,Clear,69.27,2.24,0
2016,17,21,Clear,60.51,1.79,0
2016,17,22,Clear,60.1,2.24,0
2016,17,23,Clear,58.25,0.25,0
2016,18,0,Clear,57.18,5.94,0
2016,18,1,Clear,55.2,2.13,0
2016,18,2,Clear,55.14,0.71,0
2016,18,3,Clear,54.23,4.3,0
2016,18,4,Clear,53.87,6,0
2016,18,5,Clear,52.9,2,0
2016,18,6,Clear,51.9,1.04,0
2016,18,7,Clear,51.96,1.85,0
2016,18,8,Clear,54.22,2,0
2016,18,9,Clear,54.09,2.39,0
2016,18,10,Clear,57.34,4.6,0
2016,18,11,Clear,58.86,2.27,0
2016,18,12,Clear,64.08,1.12,0
2016,18,13,Clear,68.15,2.83,0
2016,18,14,Clear,71.39,1.82,0
2016,18,15,Clear,76.68,1.51,0
2016,18,16,Clear,78.2,5.52,0
2016,18,17,Clear,77.32,3.15,0
2016,18,18,Clear,78.95,2.52,0
2016,18,19,Clear,76.08,3.63,0
2016,18,20,Clear,77.83,7.46,0
2016,18,21,Clear,72.31,7.82,0
2016,18,22,Clear,66.21,0.46,0
2016,18,23,Clear,61.63,0.87,0
2016,19,0,Clear,60.53,0.81,0
2016,19,1,Clear,59.47,0.94,0
2016,19,2,Clear,58.37,1.59,0
2016,19,3,Clear,57.22,1.4,0
2016,19,4,Clear,56.09,0.81,0
2016,19,5,Clear,55.16,5,0
2016,19,6,Clear,54.81,2.05,0
2016,19,7,Clear,54.09,2.54,0
2016,19,8,Clear,54.55,2.92,0
2016,19,9,Clear,55.84,2.04,0
2016,19,10,Clear,56.15,1.95,0
2016,19,11,Clear,58.21,2.28,0
2016,19,12,Clear,61.24,3.11,0
2016,19,13,Clear,63.24,0.99,0
2016,19,14,Clear,64.4,6.98,0
2016,19,15,Clear,71.42,7.01,0
2016,19,16,Clear,73.83,6.31,0
2016,19,17,Clear,74.55,3.58,0
2016,19,18,Clear,79.12,3.55,0
2016,19,19,Clear,75.39,5.84,0
2016,19,20,Clear,70.01,6.35,0
2016,19,21,Clear,66.99,4.98,0
2016,19,22,Clear,61.73,0.11,0
2016,19,23,Clear,60.68,6.98,0
2016,20,0,Clear,59.36,5.29,0
2016,20,1,Clear,58.26,0.69,0
2016,20,2,Clear,57.25,2.95,0
2016,20,3,Clear,56.26,1.02,0
2016,20,4,Clear,55.24,5,0
2016,20,5,Clear,54.2,4.76,0
2016,20,6,Clear,53.36,1.64,0
2016,20,7,Clear,53.24,3,0
2016,20,8,Clear,53.61,4.49,0
2016,20,9,Clear,55.02,3,0
2016,20,10,Clear,56.24,3,0
2016,20,11,Clear,59.03,1.23,0
2016,20,12,Clear,63.56,1.33,0
2016,20,13,Clear,64.82,6.77,0
2016,20,14,Clear,68.39,2.01,0
2016,20,15,Clear,67.85,1.93,0
2016,20,16,Clear,71.54,1.11,0
2016,20,17,Clear,75.44,5,0
2016,20,18,Clear,67.39,2.83,0
2016,20,19,Clear,74.38,1.7,0
2016,20,20,Clear,65.53,0.32,0
2016,20,21,Clear,67.93,1.68,0
2016,20,22,Clear,62.11,3.69,0
2016,20,23,Clear,61.64,6.04,0
2016,21,0,Clear,61.54,5.45,0
2016,21,1,Clear,60.58,7.88,0
2016,21,2,Partly Cloudy,58.81,5.82,0
2016,21,3,Clear,56.21,7.78,0
2016,21,4,Clear,55.89,5.92,0
2016,21,5,Clear,54.88,3.82,0
2016,21,6,Clear,54.78,5.73,0
2016,21,7,Clear,53.88,6.58,0
2016,21,8,Clear,54.92,5.82,0
2016,21,9,Clear,56.87,5.64,0
2016,21,10,Clear,57.98,3.5,0
2016,21,11,Partly Cloudy,60.88,5.62,0
2016,21,12,Clear,62.79,3.92,0
2016,21,13,Clear,65.67,1.45,0
2016,21,14,Clear,69.47,2.12,0
2016,21,15,Clear,72.35,2.27,0
2016,21,16,Clear,69.56,6.2,0
2016,21,17,Partly Cloudy,67.2,3.63,0
2016,21,18,Clear,67.05,1.49,0
2016,21,19,Clear,65.2,1.93,0
2016,21,20,Partly Cloudy,61.81,1.93,0
2016,21,21,Clear,64.01,4.48,0
2016,21,22,Clear,65.34,2.76,0
2016,21,23,Clear,62.6,6.52,0
2016,22,0,Clear,61.66,6.23,0
2016,22,1,Clear,59,2.62,0
2016,22,2,Clear,58,2.85,0
2016,22,3,Clear,57,5.38,0
2016,22,4,Partly Cloudy,57.86,5.62,0
2016,22,5,Partly Cloudy,56.92,6.71,0
2016,22,6,Partly Cloudy,56.89,5.84,0
2016,22,7,Partly Cloudy,56.78,6.26,0
2016,22,8,Clear,56.94,3.39,0
2016,22,9,Partly Cloudy,57.77,2.85,0
2016,22,10,Partly Cloudy,56.56,4.55,0
2016,22,11,Clear,58.46,5,0
2016,22,12,Clear,58.15,8.73,0
2016,22,13,Clear,57.11,8.21,0
2016,22,14,Clear,56.21,5.69,0
2016,22,15,Clear,57.76,7.43,0
2016,22,16,Light Rain,57.03,5.87,0.0164
2016,22,17,Clear,56.9,4.19,0
2016,22,18,Clear,57.97,6.47,0
2016,22,19,Clear,57.64,3.62,0
2016,22,20,Clear,57.74,5.71,0
2016,22,21,Clear,56.78,5.62,0
2016,22,22,Clear,55.95,6.27,0
2016,22,23,Partly Cloudy,54.86,5.41,0
2016,23,0,Clear,54.82,6.7,0
2016,23,1,Clear,53.98,5.25,0
2016,23,2,Clear,53.89,6.49,0
2016,23,3,Clear,52.99,5.91,0
2016,23,4,Clear,52.89,6.78,0
2016,23,5,Clear,52.89,6.93,0
2016,23,6,Clear,52.89,7.66,0
2016,23,7,Clear,52.89,7.59,0
2016,23,8,Clear,52.92,6.48,0
2016,23,9,Clear,53.99,4.4,0
2016,23,10,Clear,54.97,9.3,0
2016,23,11,Clear,56.78,7.11,0
2016,23,12,Clear,56.1,7.49,0
2016,23,13,Clear,59.65,5.58,0
2016,23,14,Clear,61.88,5.82,0
2016,23,15,Partly Cloudy,62.89,4.26,0
2016,23,16,Partly Cloudy,63.58,3.93,0
2016,23,17,Clear,60.02,8.41,0
2016,23,18,Clear,58.14,6.22,0
2016,23,19,Clear,58.03,5.58,0
2016,23,20,Drizzle,56.01,10.02,0.0064
2016,23,21,Drizzle,54.89,7.24,0.0064
2016,23,22,Clear,53.94,7.64,0
2016,23,23,Clear,53.94,6.86,0
2016,24,0,Clear,53.01,8.31,0
2016,24,1,Clear,52.94,7.3,0
2016,24,2,Clear,52.94,6.24,0
2016,24,3,Partly Cloudy,52.94,7.05,0
2016,24,4,Clear,52.94,7.31,0
2016,24,5,Clear,52,6.41,0
2016,24,6,Drizzle,51.94,4.07,0.0073
2016,24,7,Clear,51.9,6.54,0
2016,24,8,Clear,50.89,5.63,0
2016,24,9,Light Rain,48.22,4.54,0.01
2016,24,10,Light Rain,48.84,2.7,0.0127
2016,24,11,Light Rain,47.97,3.07,0.05
2016,24,12,Rain,48.82,5.49,0.0809
2016,24,13,Light Rain,47.15,4.77,0.0236
2016,24,14,Light Rain,49.22,2.87,0.01
2016,24,15,Drizzle,51.15,5.16,0.0064
2016,24,16,Clear,53.08,1.33,0
2016,24,17,Clear,50.22,8.04,0
2016,24,18,Clear,50.91,5.44,0
2016,24,19,Partly Cloudy,51.78,2.03,0
2016,24,20,Clear,49.84,2.26,0
2016,24,21,Clear,49.03,3.39,0
2016,24,22,Clear,48.86,5.69,0
2016,24,23,Clear,48.8,4.72,0
2016,25,0,Clear,47.1,3.56,0
2016,25,1,Rain,46.09,3.13,0.0945
2016,25,2,Light Rain,46.9,3.06,0.0527
2016,25,3,Clear,46.96,2.42,0
2016,25,4,Clear,46.06,3.21,0.0036
2016,25,5,Partly Cloudy,46,2.06,0
2016,25,6,Clear,46,1.19,0
2016,25,7,Clear,46.9,2.04,0.0036
2016,25,8,Clear,46.1,2.95,0
2016,25,9,Clear,46.94,3.33,0.0036
2016,25,10,Clear,48.89,2.76,0
2016,25,11,Clear,49.92,1.43,0
2016,25,12,Clear,51.99,3.14,0
2016,25,13,Clear,52.99,4.63,0
2016,25,14,Clear,52.47,5.59,0
2016,25,15,Clear,55.06,7.1,0
2016,25,16,Clear,55.26,9.94,0
2016,25,17,Clear,56.67,5.58,0
2016,25,18,Clear,55.89,6.95,0
2016,25,19,Partly Cloudy,55.93,7.12,0
2016,25,20,Clear,54.95,3.45,0
2016,25,21,Clear,53.91,3.28,0
2016,25,22,Clear,52.85,5.79,0
2016,25,23,Clear,50.81,4.61,0
2016,26,0,Clear,49.87,5.74,0
2016,26,1,Clear,48.7,3.16,0
2016,26,2,Clear,48.62,5.9,0
2016,26,3,Partly Cloudy,46.78,4.88,0
2016,26,4,Clear,45.71,4.87,0
2016,26,5,Clear,45.84,3.15,0
2016,26,6,Partly Cloudy,45.65,2.29,0
2016,26,7,Partly Cloudy,44.94,5.01,0
2016,26,8,Partly Cloudy,46.87,5.07,0
2016,26,9,Partly Cloudy,48.85,3.5,0
2016,26,10,Clear,50.22,4.95,0
2016,26,11,Partly Cloudy,51.99,5.66,0
2016,26,12,Clear,54.8,2.24,0
2016,26,13,Clear,53.42,5.43,0
2016,26,14,Partly Cloudy,54.51,6.22,0
2016,26,15,Partly Cloudy,56.22,0.84,0
2016,26,16,Clear,57.22,4.44,0
2016,26,17,Clear,58.03,2.25,0
2016,26,18,Clear,57.03,2.28,0
2016,26,19,Clear,56.81,4.7,0
2016,26,20,Clear,55.13,4.88,0
2016,26,21,Clear,54.06,4.92,0
2016,26,22,Clear,53.86,5.09,0
2016,26,23,Partly Cloudy,53.05,4.92,0
2016,27,0,Partly Cloudy,52.85,3.75,0
2016,27,1,Clear,51.94,3.06,0
2016,27,2,Clear,50.98,4.74,0
2016,27,3,Clear,50.94,6,0
2016,27,4,Clear,50.9,3,0
2016,27,5,Clear,50.96,4.91,0
2016,27,6,Clear,50.9,4.55,0
2016,27,7,Clear,50.85,0.85,0
2016,27,8,Clear,52.71,2.91,0
2016,27,9,Clear,51.95,2.54,0
2016,27,10,Clear,52.11,6.97,0
2016,27,11,Clear,53.85,5.45,0
2016,27,12,Clear,53.85,5.96,0
2016,27,13,Clear,54.99,3.56,0
2016,27,14,Clear,56,3.35,0
2016,27,15,Clear,56.81,8.41,0
2016,27,16,Clear,55.45,7.6,0
2016,27,17,Clear,57.99,6.93,0
2016,27,18,Clear,56.25,6.04,0
2016,27,19,Clear,57.34,5.96,0
2016,27,20,Clear,57.01,4.06,0
2016,27,21,Clear,55.95,4.49,0
2016,27,22,Clear,55.85,1.85,0
2016,27,23,Clear,55.85,2.3,0
2016,28,0,Clear,54.85,2,0
2016,28,1,Clear,54.71,5.42,0
2016,28,2,Clear,54.65,2.13,0
2016,28,3,Clear,53.93,1.68,0
2016,28,4,Clear,53.81,3,0
2016,28,5,Clear,53.75,3,0
2016,28,6,Clear,52.01,2.12,0
2016,28,7,Clear,52.41,1.7,0
2016,28,8,Clear,52.05,2.3,0
2016,28,9,Clear,53.03,3.64,0
2016,28,10,Clear,53.32,4.55,0
2016,28,11,Clear,55.03,0.62,0
2016,28,12,Partly Cloudy,55.32,4.5,0
2016,28,13,Clear,56.15,1.37,0
2016,28,14,Clear,58.23,1.02,0
2016,28,15,Clear,60.22,5.17,0
2016,28,16,Clear,61.89,4.25,0
2016,28,17,Clear,62.49,5.28,0
2016,28,18,Clear,58.28,4.69,0
2016,28,19,Clear,57.46,6.59,0
2016,28,20,Clear,57.22,8.71,0
2016,28,21,Clear,56.97,7.77,0
2016,28,22,Clear,55.97,5.06,0
2016,28,23,Clear,54.93,5.94,0
2016,29,0,Clear,53.99,0.63,0
2016,29,1,Clear,53.82,3.97,0
2016,29,2,Clear,52.88,4.56,0
2016,29,3,Clear,52.77,4.7,0
2016,29,4,Clear,51.88,3.31,0
2016,29,5,Clear,51,2.11,0
2016,29,6,Clear,51.72,2.65,0
2016,29,7,Clear,50.89,4.71,0
2016,29,8,Clear,50.77,1.65,0
2016,29,9,Light Rain,49.89,3.46,0.0191
2016,29,10,Light Rain,50.78,1.15,0.0136
2016,29,11,Clear,51.98,5.3,0
2016,29,12,Clear,54.72,1.74,0
2016,29,13,Clear,53.2,2.51,0
2016,29,14,Clear,55.03,2.74,0
2016,29,15,Clear,56.92,1.71,0
2016,29,16,Partly Cloudy,57.76,1.9,0
2016,29,17,Partly Cloudy,57.81,3.97,0
2016,29,18,Partly Cloudy,56.46,,0
2016,29,19,Clear,58.06,3.04,0
2016,29,20,Partly Cloudy,57.34,2.73,0
2016,29,21,Clear,55.97,1.74,0
2016,29,22,Partly Cloudy,56.55,1.91,0
2016,29,23,Partly Cloudy,54.73,1.61,0
2016,30,0,Clear,53.57,5.32,0
2016,30,1,Partly Cloudy,52.67,2.18,0
2016,30,2,Partly Cloudy,51.79,6,0
2016,30,3,Clear,51.6,7,0
2016,30,4,Clear,50.6,2.8,0
2016,30,5,Clear,50.6,2.96,0
2016,30,6,Partly Cloudy,49.46,3.1,0
2016,30,7,Partly Cloudy,48.75,2.23,0
2016,30,8,Partly Cloudy,51.66,1.68,0
2016,30,9,Clear,52.87,1.12,0
2016,30,10,Clear,52.33,4.99,0
2016,30,11,Clear,54.37,4.59,0
2016,30,12,Clear,57.06,4.34,0
2016,30,13,Clear,58.21,5.37,0
2016,30,14,Clear,60.92,5.31,0
2016,30,15,Clear,62.94,10.28,0
2016,30,16,Clear,62.57,3.96,0
2016,30,17,Clear,63.86,9.12,0
2016,30,18,Clear,64.83,6.43,0
2016,30,19,Clear,63.28,8.09,0
2016,30,20,Clear,63.75,3.63,0
2016,30,21,Clear,59.97,3.18,0
2016,30,22,Clear,60.49,3.22,0
2016,30,23,Clear,59.55,3.57,0
