year,day,hour,day_of_week,location,num_bikes
2015,17,15,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,114
2015,17,16,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,161
2015,17,17,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,287
2015,17,18,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,154
2015,17,19,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,75
2015,17,20,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,32
2015,17,21,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,21
2015,17,22,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,9
2015,17,23,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,13
2015,18,0,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,18,1,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,18,2,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,18,3,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,18,4,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,18,5,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,18,6,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,5
2015,18,7,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,23
2015,18,8,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,22
2015,18,9,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,82
2015,18,10,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,83
2015,18,11,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,154
2015,18,12,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,161
2015,18,13,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,154
2015,18,14,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,192
2015,18,15,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,224
2015,18,16,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,160
2015,18,17,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,142
2015,18,18,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,104
2015,18,19,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,86
2015,18,20,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,45
2015,18,21,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,11
2015,18,22,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,24
2015,18,23,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,7
2015,19,0,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,6
2015,19,1,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,19,2,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,19,3,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,19,4,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,19,5,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,19,6,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,19,7,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,16
2015,19,8,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,29
2015,19,9,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,87
2015,19,10,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,113
2015,19,11,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,133
2015,19,12,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,166
2015,19,13,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,180
2015,19,14,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,191
2015,19,15,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,223
2015,19,16,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,172
2015,19,17,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,147
2015,19,18,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,102
2015,19,19,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,58
2015,19,20,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,39
2015,19,21,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,19,22,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,5
2015,19,23,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,20,0,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,20,1,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,20,2,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,20,3,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,20,4,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,20,5,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,11
2015,20,6,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,49
2015,20,7,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,142
2015,20,8,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,227
2015,20,9,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,127
2015,20,10,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,66
2015,20,11,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,46
2015,20,12,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,70
2015,20,13,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,70
2015,20,14,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,96
2015,20,15,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,117
2015,20,16,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,217
2015,20,17,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,373
2015,20,18,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,288
2015,20,19,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,171
2015,20,20,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,67
2015,20,21,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,7
2015,20,22,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,22
2015,20,23,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,21,0,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,21,1,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,21,2,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,21,3,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,21,4,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,21,5,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,21
2015,21,6,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,53
2015,21,7,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,130
2015,21,8,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,208
2015,21,9,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,123
2015,21,10,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,42
2015,21,11,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,65
2015,21,12,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,40
2015,21,13,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,35
2015,21,14,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,50
2015,21,15,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,80
2015,21,16,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,129
2015,21,17,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,205
2015,21,18,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,143
2015,21,19,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,46
2015,21,20,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,10
2015,21,21,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,21,22,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,8
2015,21,23,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,22,0,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,22,1,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,22,2,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,22,3,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,22,4,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,22,5,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,15
2015,22,6,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,37
2015,22,7,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,108
2015,22,8,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,170
2015,22,9,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,97
2015,22,10,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,35
2015,22,11,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,18
2015,22,12,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,51
2015,22,13,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,34
2015,22,14,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,46
2015,22,15,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,82
2015,22,16,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,132
2015,22,17,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,253
2015,22,18,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,188
2015,22,19,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,86
2015,22,20,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,24
2015,22,21,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,10
2015,22,22,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,14
2015,22,23,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,23,0,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,23,1,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,23,2,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,23,3,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,23,4,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,23,5,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,12
2015,23,6,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,32
2015,23,7,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,102
2015,23,8,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,158
2015,23,9,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,82
2015,23,10,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,26
2015,23,11,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,25
2015,23,12,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,15
2015,23,13,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,9
2015,23,14,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,20
2015,23,15,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,23
2015,23,16,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,71
2015,23,17,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,145
2015,23,18,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,108
2015,23,19,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,47
2015,23,20,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,16
2015,23,21,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,9
2015,23,22,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,9
2015,23,23,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,24,0,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,24,1,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,24,2,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,24,3,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,24,4,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,24,5,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,13
2015,24,6,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,31
2015,24,7,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,72
2015,24,8,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,129
2015,24,9,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,68
2015,24,10,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,21
2015,24,11,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,15
2015,24,12,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,23
2015,24,13,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,24
2015,24,14,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,34
2015,24,15,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,53
2015,24,16,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,84
2015,24,17,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,119
2015,24,18,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,95
2015,24,19,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,43
2015,24,20,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,17
2015,24,21,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,12
2015,24,22,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,24,23,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,25,0,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,25,1,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,25,2,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,5
2015,25,3,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,25,4,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,25,5,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,25,6,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,25,7,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,22
2015,25,8,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,43
2015,25,9,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,30
2015,25,10,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,73
2015,25,11,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,114
2015,25,12,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,98
2015,25,13,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,96
2015,25,14,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,103
2015,25,15,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,94
2015,25,16,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,81
2015,25,17,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,65
2015,25,18,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,54
2015,25,19,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,40
2015,25,20,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,53
2015,25,21,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,6
2015,25,22,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,11
2015,25,23,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,5
2015,26,0,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,26,1,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,6
2015,26,2,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,26,3,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,26,4,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,26,5,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,26,6,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,6
2015,26,7,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,16
2015,26,8,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,27
2015,26,9,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,39
2015,26,10,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,56
2015,26,11,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,92
2015,26,12,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,115
2015,26,13,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,136
2015,26,14,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,135
2015,26,15,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,144
2015,26,16,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,113
2015,26,17,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,142
2015,26,18,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,59
2015,26,19,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,17
2015,26,20,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,20
2015,26,21,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,15
2015,26,22,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,8
2015,26,23,6,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,27,0,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,27,1,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,27,2,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,27,3,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,27,4,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,27,5,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,15
2015,27,6,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,59
2015,27,7,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,117
2015,27,8,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,215
2015,27,9,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,109
2015,27,10,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,43
2015,27,11,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,39
2015,27,12,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,50
2015,27,13,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,79
2015,27,14,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,94
2015,27,15,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,123
2015,27,16,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,195
2015,27,17,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,377
2015,27,18,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,274
2015,27,19,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,173
2015,27,20,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,102
2015,27,21,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,12
2015,27,22,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,12
2015,27,23,0,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,28,0,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,28,1,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,28,2,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,28,3,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,28,4,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,28,5,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,24
2015,28,6,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,43
2015,28,7,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,115
2015,28,8,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,163
2015,28,9,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,97
2015,28,10,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,37
2015,28,11,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,22
2015,28,12,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,21
2015,28,13,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,13
2015,28,14,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,28
2015,28,15,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,44
2015,28,16,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,85
2015,28,17,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,156
2015,28,18,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,117
2015,28,19,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,45
2015,28,20,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,13
2015,28,21,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2015,28,22,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,28,23,1,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,29,0,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,29,1,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,29,2,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,29,3,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,29,4,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2015,29,5,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,20
2015,29,6,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,38
2015,29,7,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,125
2015,29,8,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,176
2015,29,9,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,93
2015,29,10,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,34
2015,29,11,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,26
2015,29,12,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,39
2015,29,13,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,41
2015,29,14,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,49
2015,29,15,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,58
2015,29,16,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,125
2015,29,17,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,263
2015,29,18,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,218
2015,29,19,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,118
2015,29,20,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,70
2015,29,21,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,13
2015,29,22,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,6
2015,29,23,2,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,30,0,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,4
2015,30,1,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,30,2,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,30,3,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,30,4,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2015,30,5,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,24
2015,30,6,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,38
2015,30,7,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,144
2015,30,8,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,179
2015,30,9,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,93
2015,30,10,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,50
2015,30,11,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,40
2015,30,12,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,31
2015,30,13,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,45
2015,30,14,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,65
2015,30,15,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,76
2015,30,16,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,122
2015,30,17,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,268
2015,30,18,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,187
2015,30,19,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,87
2015,30,20,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,40
2015,30,21,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2015,30,22,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,12
2015,30,23,3,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,6
2016,1,0,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,7
2016,1,1,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
2016,1,2,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2016,1,3,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2016,1,4,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2016,1,5,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,8
2016,1,6,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,35
2016,1,7,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,79
2016,1,8,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,185
2016,1,9,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,136
2016,1,10,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,83
2016,1,11,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,64
2016,1,12,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,48
2016,1,13,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,91
2016,1,14,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,95
2016,1,15,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,108
2016,1,16,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,194
2016,1,17,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,293
2016,1,18,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,242
2016,1,19,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,146
2016,1,20,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,57
2016,1,21,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,19
2016,1,22,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,12
2016,1,23,4,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,8
2016,2,0,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,2
2016,2,1,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,3
2016,2,2,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,1
2016,2,3,5,Elliott_Bay_Trail_in_Myrtle_Edwards_Park,0
