year,day,hour,day_of_week,location,num_bikes
2015,13,15,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,13,16,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,13,17,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,13,18,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,13,19,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,13,20,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,13,21,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,13,22,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,13,23,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,0,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,1,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,2,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,3,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,4,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,14,5,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,14,6,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,11
2015,14,7,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,14,8,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,14,9,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,14,10,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,14,11,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,14,12,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,13,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,14,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,14,15,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,16,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,14,17,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,14,18,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,14,19,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,14,20,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,21,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,14,22,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,14,23,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,15,0,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,15,1,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,15,2,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,15,3,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,15,4,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,15,5,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,15,6,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,13
2015,15,7,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,15,8,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,15,9,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,15,10,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,15,11,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,15,12,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,15,13,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,15,14,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,15,15,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,15,16,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,11
2015,15,17,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,10
2015,15,18,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,16
2015,15,19,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,15,20,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,15,21,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,15,22,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,15,23,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,16,0,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,16,1,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,16,2,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,16,3,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,16,4,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,16,5,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,16,6,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,12
2015,16,7,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,13
2015,16,8,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,16,9,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,16,10,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,16,11,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,16,12,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,16,13,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,16,14,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,16,15,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,13
2015,16,16,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,16,17,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,13
2015,16,18,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,16,19,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,16,20,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,16,21,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,16,22,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,16,23,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,17,0,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,17,1,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,17,2,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,17,3,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,17,4,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,17,5,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,17,6,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,17,7,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,17,8,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,17,9,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,17,10,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,17,11,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,17,12,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,17,13,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,17,14,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,17,15,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,17,16,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,11
2015,17,17,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,13
2015,17,18,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,17,19,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,17,20,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,17,21,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,17,22,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,17,23,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,18,0,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,18,1,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,18,2,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,18,3,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,18,4,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,18,5,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,18,6,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,18,7,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,18,8,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,18,9,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,18,10,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,18,11,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,18,12,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,18,13,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,12
2015,18,14,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,18,15,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,18,16,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,18,17,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,18,18,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,18,19,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,18,20,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,18,21,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,18,22,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,18,23,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,19,0,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,19,1,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,19,2,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,19,3,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,19,4,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,19,5,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,19,6,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,19,7,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,19,8,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,10
2015,19,9,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,19,10,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,19,11,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,19,12,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,19,13,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,14
2015,19,14,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,10
2015,19,15,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,11
2015,19,16,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,19,17,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,19,18,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,19,19,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,19,20,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,19,21,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,19,22,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,19,23,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,20,0,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,20,1,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,20,2,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,20,3,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,20,4,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,20,5,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,20,6,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,10
2015,20,7,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,11
2015,20,8,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,20,9,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,20,10,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,20,11,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,20,12,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,20,13,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,20,14,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,20,15,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,9
2015,20,16,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,13
2015,20,17,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,14
2015,20,18,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,22
2015,20,19,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,9
2015,20,20,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,20,21,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,20,22,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,20,23,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,21,0,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,21,1,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,21,2,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,21,3,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,21,4,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,21,5,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,21,6,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,15
2015,21,7,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,12
2015,21,8,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,21,9,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,21,10,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,21,11,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,21,12,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,21,13,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,21,14,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,21,15,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,21,16,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,9
2015,21,17,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,21,18,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,21,19,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,21,20,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,21,21,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,21,22,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,21,23,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,22,0,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,22,1,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,22,2,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,22,3,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,22,4,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,22,5,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,22,6,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,12
2015,22,7,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,15
2015,22,8,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,22,9,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,22,10,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,22,11,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,22,12,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,22,13,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,22,14,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,22,15,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,22,16,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,10
2015,22,17,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,11
2015,22,18,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,17
2015,22,19,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,22,20,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,22,21,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,22,22,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,22,23,2,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,23,0,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,23,1,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,23,2,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,23,3,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,23,4,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,23,5,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,23,6,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,10
2015,23,7,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,13
2015,23,8,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,23,9,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,23,10,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,23,11,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,23,12,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,23,13,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,23,14,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,23,15,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,23,16,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,11
2015,23,17,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,23,18,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,11
2015,23,19,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,23,20,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,23,21,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,23,22,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,23,23,3,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,24,0,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,24,1,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,24,2,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,24,3,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,24,4,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,24,5,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,24,6,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,9
2015,24,7,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,24,8,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,24,9,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,24,10,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,24,11,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,24,12,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,24,13,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,24,14,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,24,15,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,24,16,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,24,17,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,24,18,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,24,19,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,24,20,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,24,21,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,24,22,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,24,23,4,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,0,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,1,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,2,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,3,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,4,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,5,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,6,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,25,7,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,8,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,25,9,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,6
2015,25,10,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,25,11,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,25,12,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,25,13,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,25,14,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,25,15,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,25,16,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,25,17,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,25,18,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,25,19,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,25,20,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,25,21,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,22,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,25,23,5,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,0,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,1,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,2,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,3,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,4,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,5,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,6,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,26,7,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,8,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,26,9,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,26,10,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,26,11,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,26,12,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,26,13,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,26,14,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,26,15,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,26,16,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,26,17,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,26,18,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,26,19,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,26,20,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,21,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,22,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,26,23,6,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,27,0,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,27,1,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,27,2,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,27,3,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,27,4,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,27,5,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,27,6,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,27,7,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,17
2015,27,8,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,5
2015,27,9,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,27,10,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,27,11,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,27,12,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,27,13,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,27,14,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,8
2015,27,15,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,27,16,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,14
2015,27,17,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,24
2015,27,18,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,20
2015,27,19,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,12
2015,27,20,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,27,21,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,27,22,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,27,23,0,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,28,0,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,28,1,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,28,2,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,28,3,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,28,4,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,0
2015,28,5,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,28,6,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,12
2015,28,7,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,28,8,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,3
2015,28,9,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,28,10,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,28,11,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,28,12,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,28,13,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,1
2015,28,14,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,28,15,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,28,16,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,18
2015,28,17,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,19
2015,28,18,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,7
2015,28,19,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,4
2015,28,20,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
2015,28,21,1,26th_Ave_SW_Greenway_at_SW_Oregon_St,2
